condition_observation_id,asset_surface_id,manor_id,manor_label,county_id,county_label,holding_type,governing_actor_boundary,governing_actor_id,governing_actor_name,surface_key,surface_name,condition_kind,condition_state,observation_cutpoint,project_link_count,project_ids,condition_basis,source_status,confidence,runtime_authority,uat1_display_state
condobs_estate_surface_2169d3845f9e8b6c14e1,estate_surface_2169d3845f9e8b6c14e1,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0396_estate_surface_2169d3845f9e8b6c14e1,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_2d84c696a5e5db63db27,estate_surface_2d84c696a5e5db63db27,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-002,Storage & Handling,physical_condition,worn,1120-01-01,1,manorop_recon_repair_1446_estate_surface_2d84c696a5e5db63db27,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_6c0c897e10c4c2587e44,estate_surface_6c0c897e10c4c2587e44,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_3994e3ea633a42d611aa,estate_surface_3994e3ea633a42d611aa,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-004,Field System & Rotation,operational_adequacy,sound,1120-01-01,1,manorop_recon_repair_1311_estate_surface_3994e3ea633a42d611aa,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_7b4fefeca00893d3ccb4,estate_surface_7b4fefeca00893d3ccb4,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-005,Drainage & Ditches,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f0eb457c4f572e4b0729,estate_surface_f0eb457c4f572e4b0729,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_089e3c06f8347052d323,estate_surface_089e3c06f8347052d323,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-008,Watch & Ward,operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_0721f98bff1b65fde2ef,estate_surface_0721f98bff1b65fde2ef,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-010,Market & Fair Venue,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_e42ff6c862fda09d292f,estate_surface_e42ff6c862fda09d292f,manor_hx_40029,Manor of Bellcote,c_9,Eldham,minor_lordship,church_institution,institution:archbishopric_eldham,Archbishopric of Eldham,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_05be473b49379c053a9e,estate_surface_05be473b49379c053a9e,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_2fc48702a8d446c46456,estate_surface_2fc48702a8d446c46456,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-002,Storage & Handling,physical_condition,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_9d349dcc51ce2a55a367,estate_surface_9d349dcc51ce2a55a367,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d70759966f59be2b6542,estate_surface_d70759966f59be2b6542,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-004,Field System & Rotation,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_ac215ee52e392abe7e1d,estate_surface_ac215ee52e392abe7e1d,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-005,Drainage & Ditches,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_de635485c905fad53aa8,estate_surface_de635485c905fad53aa8,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_5431728abfc299448bd5,estate_surface_5431728abfc299448bd5,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_47f27f8aa5f13503abe9,estate_surface_47f27f8aa5f13503abe9,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-010,Market & Fair Venue,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_3a65f4c7e9242dbcd9c4,estate_surface_3a65f4c7e9242dbcd9c4,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-013,"Castle, Fortification & Garrison Works",physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_292f99bc552957968ec9,estate_surface_292f99bc552957968ec9,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_49525b35ff33f9cea266,estate_surface_49525b35ff33f9cea266,manor_hx_40033,Manor of Bookley,c_9,Eldham,minor_lordship,house,t0h_8f6c004a68c325f7bcfb8e77,House Barnworth,IE-018,Special Estate Assets,context_only,context_only_unknown,1120-01-01,0,,IE-018_context_surface_no_condition_claim,foundation_a_uat_seeded_condition_candidate,withheld,false,admitted_read_only_condition_posture
condobs_estate_surface_cc91502f266cff0c3deb,estate_surface_cc91502f266cff0c3deb,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,1,manorop_recon_repair_0033_estate_surface_cc91502f266cff0c3deb,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_4d4fcafbc1a5359502d8,estate_surface_4d4fcafbc1a5359502d8,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0473_estate_surface_4d4fcafbc1a5359502d8,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_73017990f2ab98616529,estate_surface_73017990f2ab98616529,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_48122419bd95f639df69,estate_surface_48122419bd95f639df69,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-004,Field System & Rotation,operational_adequacy,sound,1120-01-01,1,manorop_recon_repair_0544_estate_surface_48122419bd95f639df69,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_276a80f1e8b075bd7124,estate_surface_276a80f1e8b075bd7124,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-005,Drainage & Ditches,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_8e33f750f4f5ae5cea69,estate_surface_8e33f750f4f5ae5cea69,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_7dba999d77544d819917,estate_surface_7dba999d77544d819917,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-010,Market & Fair Venue,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_e94f85b11e96c61ecc84,estate_surface_e94f85b11e96c61ecc84,manor_hx_40039,Manor of Cross,c_9,Eldham,barony,house,t0h_53d7dcbf0e3c2279b803956c,House Eastham,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_664611d8d3e6e2401bb3,estate_surface_664611d8d3e6e2401bb3,manor_hx_40060,Manor of Watchfield,c_10,Falkenford,minor_lordship,house,t0h_63c79a5348e3235914394655,House Watchfield,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0908_estate_surface_664611d8d3e6e2401bb3,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_59061e265b0668403a97,estate_surface_59061e265b0668403a97,manor_hx_40060,Manor of Watchfield,c_10,Falkenford,minor_lordship,house,t0h_63c79a5348e3235914394655,House Watchfield,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0130_estate_surface_59061e265b0668403a97,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_93feb58b8780d05eaff8,estate_surface_93feb58b8780d05eaff8,manor_hx_40060,Manor of Watchfield,c_10,Falkenford,minor_lordship,house,t0h_63c79a5348e3235914394655,House Watchfield,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_28a91e4eac30970902f8,estate_surface_28a91e4eac30970902f8,manor_hx_40060,Manor of Watchfield,c_10,Falkenford,minor_lordship,house,t0h_63c79a5348e3235914394655,House Watchfield,IE-004,Field System & Rotation,operational_adequacy,worn,1120-01-01,1,manorop_recon_repair_0607_estate_surface_28a91e4eac30970902f8,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_bcbebb74cbae7936111f,estate_surface_bcbebb74cbae7936111f,manor_hx_40060,Manor of Watchfield,c_10,Falkenford,minor_lordship,house,t0h_63c79a5348e3235914394655,House Watchfield,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,under_construction,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_10fb9c911b9f7af66239,estate_surface_10fb9c911b9f7af66239,manor_hx_40060,Manor of Watchfield,c_10,Falkenford,minor_lordship,house,t0h_63c79a5348e3235914394655,House Watchfield,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_ddef8de3388036cad4a7,estate_surface_ddef8de3388036cad4a7,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,1,manorop_recon_repair_1103_estate_surface_ddef8de3388036cad4a7,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d540c9087ab5ea62837f,estate_surface_d540c9087ab5ea62837f,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-002,Storage & Handling,physical_condition,worn,1120-01-01,1,manorop_recon_repair_0390_estate_surface_d540c9087ab5ea62837f,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_905b42b46e3ad001fbe5,estate_surface_905b42b46e3ad001fbe5,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_414d75554e2af68d0e78,estate_surface_414d75554e2af68d0e78,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-004,Field System & Rotation,operational_adequacy,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_767590b0412171dbe2ce,estate_surface_767590b0412171dbe2ce,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-005,Drainage & Ditches,operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_73e9ac54778e5c6f8319,estate_surface_73e9ac54778e5c6f8319,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_c02d2e90429cc5a27a6d,estate_surface_c02d2e90429cc5a27a6d,manor_hx_40063,Manor of Shieldham,c_10,Falkenford,barony,house,t0h_1988752a645334f37cf8ec8d,House Hawkmere,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_e101597fc28200d2c086,estate_surface_e101597fc28200d2c086,manor_hx_40073,Manor of Wheatstow Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,1,manorop_recon_build_0090_estate_surface_e101597fc28200d2c086,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_98a6e55b9c8e2c8b9e42,estate_surface_98a6e55b9c8e2c8b9e42,manor_hx_40073,Manor of Wheatstow Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,IE-002,Storage & Handling,physical_condition,under_construction,1120-01-01,1,impproj_step5ec_95bdca140f114e,linked_project_reconstruction_state_override,foundation_a_uat_seeded_condition_candidate,candidate_high,false,admitted_read_only_condition_posture
condobs_estate_surface_3c0078450da87e91ca9f,estate_surface_3c0078450da87e91ca9f,manor_hx_40073,Manor of Wheatstow Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,IE-003,Livestock Yard & Stables,physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_deffa0928937d6faa784,estate_surface_deffa0928937d6faa784,manor_hx_40073,Manor of Wheatstow Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,IE-004,Field System & Rotation,operational_adequacy,worn,1120-01-01,1,manorop_recon_repair_0074_estate_surface_deffa0928937d6faa784,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_09aa4ec07cc05cd70a18,estate_surface_09aa4ec07cc05cd70a18,manor_hx_40073,Manor of Wheatstow Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d8cff992fef55c4c62ff,estate_surface_d8cff992fef55c4c62ff,manor_hx_40073,Manor of Wheatstow Hall,c_5,Orchardmere,county_domain,house,t0h_0dede5ad44da35625aac1a4e,House Orchardmere,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_781a5a2160991cf81201,estate_surface_781a5a2160991cf81201,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-001,Estate Core & Working Yard,physical_condition,sound,1120-01-01,1,manorop_recon_repair_1369_estate_surface_781a5a2160991cf81201,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_6ee8be19e970dab00f82,estate_surface_6ee8be19e970dab00f82,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-002,Storage & Handling,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_8cf779227d904b25067b,estate_surface_8cf779227d904b25067b,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,1,manorop_recon_repair_0094_estate_surface_8cf779227d904b25067b,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_6f66557936fb197b1b15,estate_surface_6f66557936fb197b1b15,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-004,Field System & Rotation,operational_adequacy,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_de5fdf64637078a1de58,estate_surface_de5fdf64637078a1de58,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-005,Drainage & Ditches,operational_adequacy,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_1b63d22572c5bd163880,estate_surface_1b63d22572c5bd163880,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_2db8c8a2312a14f8a49b,estate_surface_2db8c8a2312a14f8a49b,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-009,Local Access Works,physical_condition,under_construction,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_100fcb042556f3f7122c,estate_surface_100fcb042556f3f7122c,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-010,Market & Fair Venue,physical_condition,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_f5815110791db005da01,estate_surface_f5815110791db005da01,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-016,"Administrative, Court & Customs Facility",operational_adequacy,under_construction,1120-01-01,1,impproj_step5ec_8b057f486d0959,linked_project_reconstruction_state_override,foundation_a_uat_seeded_condition_candidate,candidate_high,false,admitted_read_only_condition_posture
condobs_estate_surface_ff2e249b657e68623e5b,estate_surface_ff2e249b657e68623e5b,manor_hx_40103,Manor of Sedgeley,c_7,Crowmarsh,minor_lordship,crown_public,crown:actor_crown,Crown / Public Realm,IE-018,Special Estate Assets,context_only,context_only_unknown,1120-01-01,0,,IE-018_context_surface_no_condition_claim,foundation_a_uat_seeded_condition_candidate,withheld,false,admitted_read_only_condition_posture
condobs_estate_surface_aaa60577e725cc757269,estate_surface_aaa60577e725cc757269,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-001,Estate Core & Working Yard,physical_condition,worn,1120-01-01,1,manorop_recon_build_0017_estate_surface_aaa60577e725cc757269,linked_project_completion_with_seeded_post_completion_reading,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_bcaa43b431f7d8238678,estate_surface_bcaa43b431f7d8238678,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-002,Storage & Handling,physical_condition,worn,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_d0c21a4bd3a7c8ebdc52,estate_surface_d0c21a4bd3a7c8ebdc52,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-003,Livestock Yard & Stables,physical_condition,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_ec627d57b09baa1119d7,estate_surface_ec627d57b09baa1119d7,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-005,Drainage & Ditches,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_14034856c9d1e09307dd,estate_surface_14034856c9d1e09307dd,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-006,"Commons, Pasture & Woodland Management",operational_adequacy,repairing,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_9a01743a32cb2177192e,estate_surface_9a01743a32cb2177192e,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-008,Watch & Ward,operational_adequacy,sound,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
condobs_estate_surface_db7c62c308b5960f0fff,estate_surface_db7c62c308b5960f0fff,manor_hx_40104,Manor of Rookgap Field,c_7,Crowmarsh,county_domain,house,t0h_ca7e0529829444b98137f4dd,House Crowmarsh,IE-009,Local Access Works,physical_condition,impaired,1120-01-01,0,,founder_worked_seeded_approximate_distribution,foundation_a_uat_seeded_condition_candidate,candidate_medium,false,admitted_read_only_condition_posture
