manor_id,seat_hex_id,county_id,primary_role,seat_roles,seat_archetype,hex_count,total_net_productive_capacity,avg_water_access_score,avg_buildability_score,route_access_score,route_degree,territorial_degree,estimated_peasant_households,manor_size_class,capacity_quantile_band,holding_id,holding_type,holding_tier,bishopric_id,archbishopric_id,immediate_lord_actor_id,superior_lord_actor_id,holder_actor_id,holder_actor_type,church_holder_kind,tenure_basis,service_basis,default_succession_incidents,forest_overlay_status,vacancy_rule_family,is_elite,was_repaired,was_merged,was_split,residual_share
manor_hx_37858,hx_37858,c_7,abbey_site,abbey_site,elite,4,3.7801,0.6875,0.96,0.5637,5,6,13,small,middle,church_fief_hx_37858,church_fief,direct,bishopric_hx_39260,archbishopric_01,actor_abbey_hx_37858,actor_crown,actor_abbey_hx_37858,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_38056,hx_38056,c_8,,,ordinary,36,18.6399,0.919,0.4217,0.3844,6,6,39,medium,middle,barony_hx_37779,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_37779,actor_crown,actor_baron_hx_37779,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38085,hx_38085,c_6,abbey_site,abbey_site,elite,4,3.444,0.3125,0.96,0.4767,4,3,14,small,bottom,church_fief_hx_38085,church_fief,direct,bishopric_hx_37798,archbishopric_02,actor_abbey_hx_38085,actor_crown,actor_abbey_hx_38085,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_38126,hx_38126,c_5,,,ordinary,10,9.0826,0.525,0.96,0.2964,6,5,11,small,middle,barony_hx_35883,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_35883,actor_crown,actor_baron_hx_35883,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38340,hx_38340,c_8,abbey_site,abbey_site,elite,4,3.3096,0.9167,0.755,0.4805,4,5,9,small,bottom,church_fief_hx_38340,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_abbey_hx_38340,actor_crown,actor_abbey_hx_38340,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_38348,hx_38348,c_8,abbey_site,abbey_site,elite,4,2.4104,0.9584,0.5,0.4223,3,3,13,small,bottom,church_fief_hx_38348,church_fief,direct,bishopric_hx_39755,archbishopric_02,actor_abbey_hx_38348,actor_crown,actor_abbey_hx_38348,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_38353,hx_38353,c_6,,,ordinary,78,42.5943,0.8622,0.4795,0.5156,12,14,127,large,top,church_fief_hx_38917,church_fief,direct,bishopric_hx_39755,archbishopric_02,actor_abbey_hx_38917,actor_crown,actor_abbey_hx_38917,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,false,false,false,false,
manor_hx_38360,hx_38360,c_6,,,ordinary,16,13.7766,0.3125,0.96,0.5978,8,9,31,medium,middle,barony_hx_37800,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_37800,actor_crown,actor_baron_hx_37800,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38366,hx_38366,c_6,baronial_seat,baronial_seat,elite,4,3.3349,0.1875,0.96,0.4469,4,4,10,small,bottom,barony_hx_38366,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_38366,actor_crown,actor_baron_hx_38366,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_38384,hx_38384,c_2,,,ordinary,19,16.3562,0.3114,0.96,0.2278,6,6,47,medium,middle,barony_hx_37816,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38391,hx_38391,c_10,,,ordinary,9,7.6449,0.2593,0.96,0.2189,4,4,12,small,middle,barony_hx_43168,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_43168,actor_crown,actor_baron_hx_43168,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38398,hx_38398,c_5,,,ordinary,8,7.0354,0.3958,0.96,0.193,4,4,14,small,middle,barony_hx_36718,barony,mesne,bishopric_hx_34487,archbishopric_01,actor_baron_hx_36718,actor_crown,actor_baron_hx_36718,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38412,hx_38412,c_7,,,ordinary,17,14.6068,0.3039,0.96,0.4099,6,6,45,medium,middle,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38417,hx_38417,c_7,,,ordinary,13,11.6217,0.4615,0.96,0.6662,7,7,53,medium,middle,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38424,hx_38424,c_7,,,strategic,6,4.7949,0.7917,0.79,0.4612,3,3,8,small,middle,barony_hx_37578,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_37578,actor_crown,actor_baron_hx_37578,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_38620,hx_38620,c_8,,,strategic,9,5.7066,0.963,0.4822,0.5125,4,4,15,small,middle,barony_hx_37779,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_37779,actor_crown,actor_baron_hx_37779,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_38637,hx_38637,c_6,,,ordinary,9,7.9741,0.4259,0.96,0.6445,5,5,11,small,middle,barony_hx_38918,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_38918,actor_crown,actor_baron_hx_38918,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_38658,hx_38658,c_2,,,ordinary,14,11.9746,0.2857,0.96,0.332,8,8,49,medium,middle,barony_hx_37816,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38701,hx_38701,c_7,,,ordinary,12,6.2886,0.9097,0.5167,0.6662,5,5,16,small,middle,barony_hx_39261,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_39261,actor_crown,actor_baron_hx_39261,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_38904,hx_38904,c_8,,,ordinary,66,35.3968,0.8649,0.463,0.4434,9,9,43,medium,top,barony_hx_39463,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_39463,actor_crown,actor_baron_hx_39463,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38910,hx_38910,c_8,baronial_seat,baronial_seat,elite,4,3.9553,0.8958,0.96,0.4826,4,5,11,small,middle,barony_hx_38910,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_38910,actor_crown,actor_baron_hx_38910,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_38917,hx_38917,c_6,abbey_site,abbey_site,elite,4,3.7042,0.6042,0.96,0.6875,5,5,10,small,bottom,church_fief_hx_38917,church_fief,direct,bishopric_hx_39755,archbishopric_02,actor_abbey_hx_38917,actor_crown,actor_abbey_hx_38917,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_38918,hx_38918,c_6,baronial_seat,baronial_seat,elite,4,3.6853,0.5833,0.96,0.6445,4,4,13,small,bottom,barony_hx_38918,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_38918,actor_crown,actor_baron_hx_38918,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_38925,hx_38925,c_6,,,ordinary,24,20.0574,0.196,0.96,0.3873,7,7,36,medium,top,barony_hx_38366,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_38366,actor_crown,actor_baron_hx_38366,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38942,hx_38942,c_2,,,ordinary,9,8.2174,0.5463,0.96,0.3189,6,7,18,small,middle,barony_hx_39502,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_39502,actor_crown,actor_baron_hx_39502,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38948,hx_38948,c_10,,,ordinary,20,17.2037,0.3083,0.96,0.1822,6,6,41,medium,middle,barony_hx_43168,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_43168,actor_crown,actor_baron_hx_43168,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_38970,hx_38970,c_10,,,ordinary,8,6.6072,0.1508,0.96,0.3075,6,5,11,small,middle,barony_hx_43168,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_43168,actor_crown,actor_baron_hx_43168,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_39188,hx_39188,c_8,,,ordinary,15,11.3926,0.9611,0.684,0.3921,5,5,30,medium,middle,barony_hx_38910,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_38910,actor_crown,actor_baron_hx_38910,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39221,hx_39221,c_2,abbey_site,abbey_site,elite,4,3.7041,0.6042,0.96,0.3645,4,4,11,small,bottom,church_fief_hx_39221,church_fief,direct,bishopric_hx_35003,archbishopric_02,actor_abbey_hx_39221,actor_crown,actor_abbey_hx_39221,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_39260,hx_39260,c_7,county_seat,county_seat|county_castle|bishop_seat|market_town,elite,12,11.056,0.5833,0.96,0.8199,5,7,41,medium,middle,church_fief_hx_39260,church_fief,direct,bishopric_hx_39260,archbishopric_01,actor_bishopric_hx_39260,actor_crown,actor_bishopric_hx_39260,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_39261,hx_39261,c_7,baronial_seat,baronial_seat,elite,4,3.8181,0.7292,0.96,0.7687,4,5,10,small,middle,barony_hx_39261,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_39261,actor_crown,actor_baron_hx_39261,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_39442,hx_39442,c_8,baronial_seat,baronial_seat,elite,4,2.6954,0.9375,0.69,0.1077,1,2,8,small,bottom,barony_hx_39442,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_39442,actor_crown,actor_baron_hx_39442,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_39462,hx_39462,c_8,,,ordinary,58,32.0825,0.8592,0.4907,0.4775,9,10,60,medium,top,church_fief_hx_39744,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_bishopric_hx_39744,actor_crown,actor_bishopric_hx_39744,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,false,false,false,false,
manor_hx_39463,hx_39463,c_8,baronial_seat,baronial_seat,elite,4,3.653,0.75,0.96,0.5116,4,4,9,small,bottom,barony_hx_39463,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_39463,actor_crown,actor_baron_hx_39463,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_39475,hx_39475,c_9,,,ordinary,9,8.5386,0.7037,0.96,0.5831,7,7,14,small,middle,barony_hx_40036,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_40036,actor_crown,actor_baron_hx_40036,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39502,hx_39502,c_2,baronial_seat,baronial_seat,elite,4,3.8183,0.7292,0.96,0.3417,4,4,11,small,middle,barony_hx_39502,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_39502,actor_crown,actor_baron_hx_39502,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_39506,hx_39506,c_2,,,ordinary,11,10.3623,0.6742,0.96,0.2506,5,6,17,small,middle,barony_hx_39502,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_39502,actor_crown,actor_baron_hx_39502,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39538,hx_39538,c_7,,,ordinary,11,9.5943,0.3636,0.96,0.6662,5,5,19,small,middle,barony_hx_40660,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_40660,actor_crown,actor_baron_hx_40660,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39744,hx_39744,c_8,county_seat,county_seat|bishop_seat|market_town,elite,10,9.5082,0.7667,0.96,0.5457,10,10,11,small,middle,church_fief_hx_39744,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_bishopric_hx_39744,actor_crown,actor_bishopric_hx_39744,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_39752,hx_39752,c_8,,,ordinary,9,8.7696,0.8148,0.96,0.5054,6,6,9,small,middle,barony_hx_38910,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_38910,actor_crown,actor_baron_hx_38910,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39755,hx_39755,c_9,county_seat,county_seat|bishop_seat|market_town,elite,10,9.9127,0.925,0.96,0.622,5,6,15,small,middle,church_fief_hx_39755,church_fief,direct,bishopric_hx_39755,archbishopric_02,actor_bishopric_hx_39755,actor_crown,actor_bishopric_hx_39755,bishopric,bishopric,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_39760,hx_39760,c_6,,,ordinary,13,12.3194,0.6987,0.96,0.5586,7,7,44,medium,middle,barony_hx_38918,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_38918,actor_crown,actor_baron_hx_38918,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39764,hx_39764,c_6,,,ordinary,15,13.5767,0.5111,0.96,0.3867,5,5,24,medium,middle,barony_hx_38366,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_38366,actor_crown,actor_baron_hx_38366,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39781,hx_39781,c_2,,,ordinary,11,10.1357,0.5833,0.96,0.3189,6,6,14,small,middle,barony_hx_39502,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_39502,actor_crown,actor_baron_hx_39502,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39815,hx_39815,c_7,,,ordinary,16,13.704,0.2917,0.96,0.4612,7,7,41,medium,middle,barony_hx_40660,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_40660,actor_crown,actor_baron_hx_40660,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_39822,hx_39822,c_7,abbey_site,abbey_site,elite,4,3.7994,0.7083,0.96,0.7174,4,4,17,small,middle,church_fief_hx_39822,church_fief,direct,bishopric_hx_39260,archbishopric_01,actor_abbey_hx_39822,actor_crown,actor_abbey_hx_39822,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_39823,hx_39823,c_7,,,ordinary,9,5.7938,0.8241,0.6356,0.6662,4,4,10,small,middle,barony_hx_39261,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_39261,actor_crown,actor_baron_hx_39261,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40014,hx_40014,c_8,abbey_site,abbey_site,elite,4,2.2312,1,0.44,0.1924,3,2,8,small,bottom,church_fief_hx_40014,church_fief,direct,bishopric_hx_39744,archbishopric_02,actor_abbey_hx_40014,actor_crown,actor_abbey_hx_40014,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_40026,hx_40026,c_9,,,ordinary,9,8.3148,0.6018,0.96,0.4775,4,4,16,small,middle,barony_hx_40592,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_40592,actor_crown,actor_baron_hx_40592,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_40036,hx_40036,c_9,baronial_seat,baronial_seat,elite,4,3.9534,0.875,0.96,0.5831,4,3,13,small,middle,barony_hx_40036,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_40036,actor_crown,actor_baron_hx_40036,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_40058,hx_40058,c_2,,,ordinary,29,24.405,0.2224,0.96,0.2278,6,6,30,medium,top,barony_hx_37816,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_37816,actor_crown,actor_baron_hx_37816,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40070,hx_40070,c_10,,,ordinary,18,16.0452,0.4491,0.96,0.1595,5,5,33,medium,middle,barony_hx_43168,barony,mesne,bishopric_hx_31094,archbishopric_01,actor_baron_hx_43168,actor_crown,actor_baron_hx_43168,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40104,hx_40104,c_7,,,strategic,9,7.0886,0.6296,0.8089,0.6149,3,5,13,small,middle,barony_hx_40660,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_40660,actor_crown,actor_baron_hx_40660,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_40310,hx_40310,c_9,,,ordinary,9,8.7306,0.7963,0.96,0.3734,7,7,15,small,middle,barony_hx_40592,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_40592,actor_crown,actor_baron_hx_40592,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_40312,hx_40312,c_8,abbey_site,abbey_site,elite,4,4,1,0.96,0.4276,4,6,8,small,middle,church_fief_hx_40312,church_fief,direct,bishopric_hx_39755,archbishopric_02,actor_abbey_hx_40312,actor_crown,actor_abbey_hx_40312,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_40328,hx_40328,c_6,,,ordinary,20,17.5369,0.3833,0.96,0.2562,5,5,34,medium,middle,barony_hx_38366,barony,mesne,bishopric_hx_37798,archbishopric_02,actor_baron_hx_38366,actor_crown,actor_baron_hx_38366,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40345,hx_40345,c_2,,,ordinary,11,7.9164,0.9091,0.7036,0.2734,6,7,16,small,middle,barony_hx_39502,barony,mesne,bishopric_hx_35003,archbishopric_02,actor_baron_hx_39502,actor_crown,actor_baron_hx_39502,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40373,hx_40373,c_10,,,ordinary,10,8.492,0.2583,0.96,0.3396,5,6,12,small,middle,barony_hx_43168,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_43168,actor_crown,actor_baron_hx_43168,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40584,hx_40584,c_9,,,ordinary,39,25.1075,0.7051,0.6179,0.4434,7,7,56,medium,top,barony_hx_40592,barony,mesne,bishopric_hx_39744,archbishopric_02,actor_baron_hx_40592,actor_crown,actor_baron_hx_40592,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,true,
manor_hx_40592,hx_40592,c_9,baronial_seat,baronial_seat,elite,4,3.9729,0.8958,0.96,0.4,4,4,13,small,middle,barony_hx_40592,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_40592,actor_crown,actor_baron_hx_40592,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_40599,hx_40599,c_9,,,ordinary,10,9.9496,0.9333,0.96,0.4665,8,8,10,small,middle,barony_hx_40036,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_40036,actor_crown,actor_baron_hx_40036,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40658,hx_40658,c_7,abbey_site,abbey_site,elite,4,3.7421,0.6458,0.96,0.4926,5,6,10,small,bottom,church_fief_hx_40658,church_fief,direct,bishopric_hx_39260,archbishopric_01,actor_abbey_hx_40658,actor_crown,actor_abbey_hx_40658,abbey,abbey,church_temporalities,temporal_service|court_attendance|servitium_regis,ecclesiastical_vacancy,inactive,ecclesiastical_temporalities_in_hand,true,false,false,false,
manor_hx_40660,hx_40660,c_7,baronial_seat,baronial_seat,elite,4,3.7042,0.6042,0.96,0.5637,3,3,11,small,bottom,barony_hx_40660,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_40660,actor_crown,actor_baron_hx_40660,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,true,false,false,false,
manor_hx_40661,hx_40661,c_7,,,ordinary,9,8.1794,0.5278,0.96,0.5637,6,7,16,small,middle,barony_hx_40660,barony,mesne,bishopric_hx_39260,archbishopric_01,actor_baron_hx_40660,actor_crown,actor_baron_hx_40660,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
manor_hx_40876,hx_40876,c_9,,,ordinary,9,8.971,0.9445,0.96,0.4665,7,7,12,small,middle,barony_hx_40592,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_40592,actor_crown,actor_baron_hx_40592,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,true,false,false,
manor_hx_40885,hx_40885,c_6,,,ordinary,14,13.5875,0.8036,0.96,0.3438,7,7,32,medium,middle,barony_hx_38918,barony,mesne,bishopric_hx_39755,archbishopric_02,actor_baron_hx_38918,actor_crown,actor_baron_hx_38918,baron,,baronial_tenure,counsel_and_attendance|military_service|mesne_lordship,relief|wardship|marriage_right|escheat|forfeiture,inactive,lay_escheat,false,false,false,false,
